Student ID,Name,Class,Subject,Exam Category,Exam Date,Score,Attendance (%),Participation,Behavior Score,Final Grade,Participation_Numeric,Final Grade Letter,Performance Category,Pass_Fail,Risk_Level,Risk_Probability,Engagement_Score,Engagement_Group
136.0,Tanvir Alam,10.0,Physics,Final Exam,2025-12-07,60,64,low,9,58.0,0,D-,Poor,Fail,Low Risk,0.3854563492063491,38.4,Low
259.0,Sakib Khan,10.0,English,Final Exam,2025-12-08,75,60,low,5,90.0,0,A,Excellent,Pass,Low Risk,0.22068652882264073,36.0,Low
108.0,Mim Akter,10.0,Physics,Mid Exam,2025-12-09,55,88,medium,6,50.0,1,F,Poor,Fail,Low Risk,0.3490050505050506,72.8,High
332.0,Mehedi Hasan,10.0,Physics,Final Exam,2025-12-10,34,62,medium,5,68.0,1,C-,Below Average,Pass,Low Risk,0.23344577481342232,57.199999999999996,Medium
198.0,Tania Jahan,10.0,English,Final Exam,2025-12-11,81,66,low,8,50.0,0,F,Poor,Fail,Low Risk,0.0070606060606058785,39.6,Low
758.0,Tania Jahan,10.0,Bangla,Final Exam,2025-12-12,83,60,medium,10,90.0,1,A,Excellent,Pass,Low Risk,0.2851678778849118,56.0,Medium
915.0,Mim Akter,10.0,Physics,Class Test,2025-12-13,62,58,high,5,58.0,2,D-,Poor,Fail,Low Risk,0.025719017094017138,74.8,High
307.0,Mim Akter,10.0,Biology,Mid Exam,2025-12-14,79,60,low,8,73.2,0,C+,Average,Pass,Low Risk,0.22068652882264073,36.0,Low
230.0,Tanvir Alam,10.0,Biology,Mid Exam,2025-12-15,67,69,high,5,68.0,2,C-,Below Average,Pass,Low Risk,0.2419301254301256,81.4,Very High
503.0,Nusrat Hossain,10.0,Physics,Mid Exam,2025-12-16,56,75,medium,5,68.0,1,C-,Below Average,Pass,Low Risk,0.1250811133311136,65.0,High
251.0,Tania Jahan,10.0,Bangla,Class Test,2025-12-17,44,60,medium,9,58.0,1,D-,Poor,Fail,Low Risk,0.2851678778849118,56.0,Medium
153.0,Mehedi Hasan,10.0,Computer,Class Test,2025-12-18,90,70,high,6,53.4,2,F,Poor,Fail,High Risk,1.0,82.0,Very High
219.0,Sakib Khan,10.0,English,Mid Exam,2025-12-19,50,67,medium,10,50.0,1,F,Poor,Fail,Medium Risk,0.5161599511599512,60.199999999999996,High
772.0,Mehedi Hasan,10.0,Biology,Class Test,2025-12-20,75,62,low,6,90.0,0,A,Excellent,Pass,Medium Risk,0.5419942279942279,37.199999999999996,Low
727.0,Ayesha Rahman,10.0,Computer,Mid Exam,2025-12-21,98,65,high,7,77.5,2,B-,Average,Pass,Low Risk,0.0,79.0,High
686.0,Ayesha Rahman,10.0,Physics,Class Test,2025-12-22,35,58,low,9,90.0,0,A,Excellent,Pass,Low Risk,0.3566190476190476,34.8,Low
724.0,Mim Akter,10.0,Computer,Final Exam,2025-12-23,67,61,high,9,82.0,2,B,Good,Pass,Low Risk,0.3639055299539171,76.6,High
519.0,Tanvir Alam,10.0,Math,Final Exam,2025-12-24,91,93,medium,6,78.0,1,B-,Average,Pass,Low Risk,0.2156293894014486,75.8,High
521.0,Ayesha Rahman,10.0,Biology,Mid Exam,2025-12-25,91,87,high,9,90.0,2,A,Excellent,Pass,Low Risk,0.22901962824756938,92.19999999999999,Very High
203.0,Tania Jahan,10.0,Physics,Class Test,2025-12-26,75,68,high,6,50.0,2,F,Poor,Fail,Low Risk,0.22379761904761908,80.8,Very High
951.0,Mehedi Hasan,10.0,English,Class Test,2025-12-27,42,56,medium,9,95.0,1,A+,Excellent,Pass,Low Risk,0.0,53.6,Medium
353.0,Mehedi Hasan,10.0,Bangla,Final Exam,2025-12-28,32,84,medium,5,90.8,1,A,Excellent,Pass,Low Risk,0.0,70.4,High
326.0,Mim Akter,10.0,Physics,Final Exam,2025-12-29,35,97,low,6,58.0,0,D-,Poor,Fail,Low Risk,0.18839718614718648,58.199999999999996,Medium
211.0,Nusrat Hossain,10.0,English,Class Test,2025-12-30,37,60,medium,6,82.0,1,B,Good,Pass,Low Risk,0.2851678778849118,56.0,Medium
609.0,Nusrat Hossain,10.0,Bangla,Class Test,2025-12-31,73,65,low,8,90.0,0,A,Excellent,Pass,Low Risk,0.17486688311688336,39.0,Low
572.0,Sakib Khan,10.0,Bangla,Class Test,2026-01-01,62,88,high,9,78.0,2,B-,Average,Pass,Low Risk,0.0,92.8,Very High
198.0,Mim Akter,10.0,Physics,Class Test,2026-01-02,79,60,low,9,90.0,0,A,Excellent,Pass,Low Risk,0.22068652882264073,36.0,Low
252.0,Sakib Khan,10.0,Computer,Class Test,2026-01-03,40,74,medium,6,58.0,1,D-,Poor,Fail,Low Risk,0.09967031987620245,64.4,High
960.0,Nusrat Hossain,10.0,Computer,Class Test,2026-01-04,57,81,medium,5,68.0,1,C-,Below Average,Pass,Low Risk,0.35945050855577176,68.6,High
995.0,Mim Akter,10.0,Bangla,Mid Exam,2026-01-05,99,89,high,5,95.0,2,A+,Excellent,Pass,Low Risk,0.010000000000000009,93.4,Very High
977.0,Mim Akter,10.0,Computer,Class Test,2026-01-06,70,62,medium,10,72.2,1,C,Average,Pass,Low Risk,0.23344577481342232,57.199999999999996,Medium
437.0,Mim Akter,10.0,Math,Final Exam,2026-01-07,45,94,low,5,68.0,0,C-,Below Average,Pass,Low Risk,0.2735833333333332,56.4,Medium
805.0,Nusrat Hossain,10.0,Bangla,Mid Exam,2026-01-08,97,66,high,9,50.0,2,F,Poor,Fail,Medium Risk,0.4877518599821231,79.6,High
921.0,Sakib Khan,10.0,Bangla,Class Test,2026-01-09,77,60,medium,8,78.0,1,B-,Average,Pass,Low Risk,0.2851678778849118,56.0,Medium
262.0,Sakib Khan,10.0,English,Final Exam,2026-01-10,85,86,medium,6,68.0,1,C-,Below Average,Pass,Low Risk,0.007857142857142896,71.6,High
819.0,Mim Akter,10.0,Computer,Mid Exam,2026-01-11,93,55,low,7,50.0,0,F,Poor,Fail,Medium Risk,0.4428888888888889,33.0,Low
780.0,Ayesha Rahman,10.0,Bangla,Final Exam,2026-01-12,88,68,low,8,68.0,0,C-,Below Average,Pass,Medium Risk,0.4888571428571429,40.8,Medium
260.0,Tanvir Alam,10.0,Math,Class Test,2026-01-13,91,62,high,7,78.0,2,B-,Average,Pass,Low Risk,0.12021259175607013,77.19999999999999,High
679.0,Nusrat Hossain,10.0,English,Class Test,2026-01-14,40,75,medium,8,68.0,1,C-,Below Average,Pass,Low Risk,0.1250811133311136,65.0,High
900.0,Tanvir Alam,10.0,Physics,Class Test,2026-01-15,47,63,low,5,82.0,0,B,Good,Pass,Low Risk,0.182105339105339,37.8,Low
497.0,Tanvir Alam,10.0,Bangla,Class Test,2026-01-16,48,80,high,9,58.0,2,D-,Poor,Fail,Medium Risk,0.46134550253667916,88.0,Very High
376.0,Sakib Khan,10.0,Math,Mid Exam,2026-01-17,84,53,medium,7,90.0,1,A,Excellent,Pass,Low Risk,0.12450000000000017,51.8,Medium
915.0,Sakib Khan,10.0,Biology,Mid Exam,2026-01-18,55,88,medium,8,68.0,1,C-,Below Average,Pass,Low Risk,0.3490050505050506,72.8,High
603.0,Ayesha Rahman,10.0,Math,Final Exam,2026-01-19,35,57,high,9,82.0,2,B,Good,Pass,Low Risk,0.12274594849594878,74.19999999999999,High
995.0,Tanvir Alam,10.0,Math,Class Test,2026-01-20,33,74,medium,7,90.0,1,A,Excellent,Pass,Low Risk,0.09967031987620245,64.4,High
491.0,Tanvir Alam,10.0,English,Final Exam,2026-01-21,58,62,low,6,66.7,0,D+,Below Average,Pass,Medium Risk,0.5419942279942279,37.199999999999996,Low
234.0,Mim Akter,10.0,Physics,Mid Exam,2026-01-22,88,81,medium,8,90.0,1,A,Excellent,Pass,Low Risk,0.35945050855577176,68.6,High
294.0,Sakib Khan,10.0,Biology,Class Test,2026-01-23,46,87,medium,6,50.0,1,F,Poor,Fail,Medium Risk,0.5003214285714286,72.19999999999999,High
500.0,Tanvir Alam,10.0,Computer,Class Test,2026-01-24,72,87,medium,5,68.0,1,C-,Below Average,Pass,Medium Risk,0.5003214285714286,72.19999999999999,High
739.0,Mehedi Hasan,10.0,Computer,Mid Exam,2026-01-25,95,77,high,6,82.0,2,B,Good,Pass,Low Risk,0.37589781052281035,86.19999999999999,Very High
132.0,Ayesha Rahman,10.0,Math,Mid Exam,2026-01-26,63,79,low,6,58.0,0,D-,Poor,Fail,Low Risk,0.0,47.4,Medium
787.0,Mehedi Hasan,10.0,English,Mid Exam,2026-01-27,37,52,medium,10,68.0,1,C-,Below Average,Pass,Low Risk,0.37448520923520934,51.2,Medium
559.0,Mehedi Hasan,10.0,English,Mid Exam,2026-01-28,42,77,high,8,50.0,2,F,Poor,Fail,Low Risk,0.37589781052281035,86.19999999999999,Very High
982.0,Nusrat Hossain,10.0,Computer,Mid Exam,2026-01-29,37,52,medium,5,78.0,1,B-,Average,Pass,Low Risk,0.37448520923520934,51.2,Medium
569.0,Nusrat Hossain,10.0,Biology,Class Test,2026-01-30,94,94,low,6,71.4,0,C,Average,Pass,Low Risk,0.2735833333333332,56.4,Medium
474.0,Ayesha Rahman,10.0,Physics,Mid Exam,2026-01-31,72,83,medium,9,68.0,1,C-,Below Average,Pass,Low Risk,0.1860046897546901,69.8,High
121.0,Mehedi Hasan,10.0,Biology,Class Test,2026-02-01,68,65,low,7,50.0,0,F,Poor,Fail,Low Risk,0.17486688311688336,39.0,Low
849.0,Tanvir Alam,10.0,Bangla,Class Test,2026-02-02,88,60,low,6,90.0,0,A,Excellent,Pass,Low Risk,0.22068652882264073,36.0,Low
769.0,Sakib Khan,10.0,Bangla,Mid Exam,2026-02-03,73,81,medium,5,50.0,1,F,Poor,Fail,Low Risk,0.35945050855577176,68.6,High
137.0,Ayesha Rahman,10.0,Physics,Mid Exam,2026-02-04,38,87,medium,6,82.0,1,B,Good,Pass,Medium Risk,0.5003214285714286,72.19999999999999,High
329.0,Mim Akter,10.0,Computer,Class Test,2026-02-05,66,57,low,7,95.0,0,A+,Excellent,Pass,Low Risk,0.19108766233766228,34.199999999999996,Low
464.0,Mehedi Hasan,10.0,Physics,Mid Exam,2026-02-06,65,57,high,5,82.1,2,B,Good,Pass,Low Risk,0.12274594849594878,74.19999999999999,High
662.0,Ayesha Rahman,10.0,English,Mid Exam,2026-02-07,57,60,low,8,58.0,0,D-,Poor,Fail,Low Risk,0.22068652882264073,36.0,Low
537.0,Tania Jahan,10.0,Bangla,Mid Exam,2026-02-08,71,63,medium,5,68.0,1,C-,Below Average,Pass,Low Risk,0.12037515262515286,57.8,Medium
875.0,Tania Jahan,10.0,Math,Final Exam,2026-02-09,72,81,medium,8,90.0,1,A,Excellent,Pass,Low Risk,0.35945050855577176,68.6,High
382.0,Nusrat Hossain,10.0,Math,Class Test,2026-02-10,71,84,high,5,82.0,2,B,Good,Pass,Medium Risk,0.5282060015148249,90.4,Very High
126.0,Sakib Khan,10.0,Computer,Final Exam,2026-02-11,95,59,low,7,50.0,0,F,Poor,Fail,Low Risk,0.10713438359026639,35.4,Low
325.0,Tanvir Alam,10.0,English,Mid Exam,2026-02-12,84,52,low,7,78.0,0,B-,Average,Pass,Low Risk,0.0024999999999999467,31.2,Low
376.0,Sakib Khan,10.0,Biology,Final Exam,2026-02-13,77,60,low,5,73.2,0,C+,Average,Pass,Low Risk,0.22068652882264073,36.0,Low
897.0,Sakib Khan,10.0,English,Mid Exam,2026-02-14,51,98,medium,6,82.0,1,B,Good,Pass,High Risk,0.7269527417027417,78.8,High
708.0,Sakib Khan,10.0,Math,Final Exam,2026-02-15,56,80,low,7,68.0,0,C-,Below Average,Pass,Low Risk,0.0,48.0,Medium
383.0,Sakib Khan,10.0,Math,Mid Exam,2026-02-16,96,78,high,8,78.0,2,B-,Average,Pass,Low Risk,0.34269078144078147,86.8,Very High
978.0,Mim Akter,10.0,Bangla,Final Exam,2026-02-17,42,54,medium,8,82.0,1,B,Good,Pass,Low Risk,0.19259523809523826,52.4,Medium
580.0,Mim Akter,10.0,English,Final Exam,2026-02-18,74,74,medium,9,84.2,1,B+,Good,Pass,Low Risk,0.09967031987620245,64.4,High
552.0,Nusrat Hossain,10.0,English,Final Exam,2026-02-19,39,90,low,10,58.0,0,D-,Poor,Fail,Low Risk,0.31421545121545125,54.0,Medium
928.0,Ayesha Rahman,10.0,Math,Class Test,2026-02-20,38,80,high,10,90.0,2,A,Excellent,Pass,Medium Risk,0.46134550253667916,88.0,Very High
915.0,Tania Jahan,10.0,Biology,Final Exam,2026-02-21,83,60,medium,10,82.0,1,B,Good,Pass,Low Risk,0.2851678778849118,56.0,Medium
758.0,Sakib Khan,10.0,Computer,Class Test,2026-02-22,56,69,medium,8,67.9,1,C-,Below Average,Pass,Low Risk,0.3861904761904763,61.4,High
615.0,Nusrat Hossain,10.0,Computer,Mid Exam,2026-02-23,63,88,low,9,95.0,0,A+,Excellent,Pass,Medium Risk,0.525686507936508,52.8,Medium
646.0,Ayesha Rahman,10.0,English,Final Exam,2026-02-24,30,71,low,10,68.0,0,C-,Below Average,Pass,Medium Risk,0.5383015873015875,42.6,Medium
291.0,Tania Jahan,10.0,Computer,Mid Exam,2026-02-25,61,53,high,10,50.0,2,F,Poor,Fail,Medium Risk,0.4522572879476904,71.8,High
148.0,Mehedi Hasan,10.0,Math,Mid Exam,2026-02-26,100,62,low,5,50.0,0,F,Poor,Fail,Medium Risk,0.5419942279942279,37.199999999999996,Low
611.0,Tanvir Alam,10.0,Math,Final Exam,2026-02-27,96,94,high,5,58.0,2,D-,Poor,Fail,Low Risk,0.13327453102453102,96.4,Very High
116.0,Mim Akter,10.0,English,Class Test,2026-02-28,49,91,medium,5,58.0,1,D-,Poor,Fail,High Risk,0.8683333333333334,74.6,High
271.0,Mehedi Hasan,10.0,English,Final Exam,2026-03-01,64,99,high,6,90.0,2,A,Excellent,Pass,Low Risk,0.0,99.4,Very High
319.0,Tania Jahan,10.0,Bangla,Mid Exam,2026-03-02,46,98,high,10,76.5,2,C+,Average,Pass,Low Risk,0.28541602841602876,98.8,Very High
257.0,Mehedi Hasan,10.0,English,Mid Exam,2026-03-03,47,69,high,6,78.0,2,B-,Average,Pass,Low Risk,0.2419301254301256,81.4,Very High
576.0,Tanvir Alam,10.0,Biology,Final Exam,2026-03-04,74,62,medium,9,82.0,1,B,Good,Pass,Low Risk,0.23344577481342232,57.199999999999996,Medium
145.0,Nusrat Hossain,10.0,Computer,Class Test,2026-03-05,82,60,low,8,50.0,0,F,Poor,Fail,Low Risk,0.22068652882264073,36.0,Low
472.0,Tania Jahan,10.0,English,Class Test,2026-03-06,97,85,high,10,90.0,2,A,Excellent,Pass,Low Risk,0.01666666666666672,91.0,Very High
617.0,Mehedi Hasan,10.0,Physics,Mid Exam,2026-03-07,94,82,low,8,82.0,0,B,Good,Pass,Low Risk,0.08050000000000002,49.199999999999996,Medium
198.0,Mim Akter,10.0,Bangla,Mid Exam,2026-03-08,30,50,high,5,95.0,2,A+,Excellent,Pass,Low Risk,0.09328463203463211,70.0,High
991.0,Mim Akter,10.0,Physics,Class Test,2026-03-09,87,60,high,10,50.0,2,F,Poor,Fail,Low Risk,0.33532916367571486,76.0,High
844.0,Ayesha Rahman,10.0,Math,Final Exam,2026-03-10,55,62,high,7,82.0,2,B,Good,Pass,Low Risk,0.12021259175607013,77.19999999999999,High
136.0,Mehedi Hasan,10.0,Computer,Mid Exam,2026-03-11,49,66,high,6,82.0,2,B,Good,Pass,Medium Risk,0.4877518599821231,79.6,High
379.0,Sakib Khan,10.0,English,Class Test,2026-03-12,39,73,high,6,50.0,2,F,Poor,Fail,High Risk,0.7816825396825396,83.8,Very High
448.0,Mehedi Hasan,10.0,Physics,Mid Exam,2026-03-13,88,57,low,10,78.0,0,B-,Average,Pass,Low Risk,0.19108766233766228,34.199999999999996,Low
596.0,Nusrat Hossain,10.0,Computer,Final Exam,2026-03-14,70,99,low,5,50.0,0,F,Poor,Fail,Low Risk,0.31485556110556123,59.4,Medium
401.0,Tania Jahan,10.0,Math,Class Test,2026-03-15,34,76,high,6,95.0,2,A+,Excellent,Pass,Low Risk,0.03428571428571425,85.6,Very High
280.0,Tania Jahan,10.0,Biology,Mid Exam,2026-03-16,94,60,medium,5,95.0,1,A+,Excellent,Pass,Low Risk,0.2851678778849118,56.0,Medium
706.0,Nusrat Hossain,10.0,Bangla,Final Exam,2026-03-17,46,72,medium,9,70.9,1,C,Average,Pass,Low Risk,0.15221015096015134,63.199999999999996,High
198.0,Mehedi Hasan,10.0,Computer,Mid Exam,2026-03-18,51,95,high,8,58.0,2,D-,Poor,Fail,Low Risk,0.202268763486256,97.0,Very High
799.0,Nusrat Hossain,10.0,Computer,Final Exam,2026-03-19,70,57,low,7,78.0,0,B-,Average,Pass,Low Risk,0.19108766233766228,34.199999999999996,Low
215.0,Tanvir Alam,10.0,Biology,Final Exam,2026-03-20,97,57,medium,8,82.0,1,B,Good,Pass,Low Risk,0.0020000000000000018,54.199999999999996,Medium
290.0,Nusrat Hossain,10.0,Computer,Class Test,2026-03-21,98,75,medium,8,50.0,1,F,Poor,Fail,Low Risk,0.1250811133311136,65.0,High
352.0,Mim Akter,10.0,Math,Final Exam,2026-03-22,40,96,medium,9,81.0,1,B,Good,Pass,Low Risk,0.0,77.6,High
260.0,Nusrat Hossain,10.0,Math,Mid Exam,2026-03-23,85,62,high,6,90.0,2,A,Excellent,Pass,Low Risk,0.12021259175607013,77.19999999999999,High
355.0,Tania Jahan,10.0,Biology,Final Exam,2026-03-24,80,88,medium,7,90.0,1,A,Excellent,Pass,Low Risk,0.3490050505050506,72.8,High
422.0,Mim Akter,10.0,Bangla,Final Exam,2026-03-25,50,86,medium,6,58.0,1,D-,Poor,Fail,Low Risk,0.007857142857142896,71.6,High
227.0,Tania Jahan,10.0,English,Class Test,2026-03-26,55,98,medium,10,60.1,1,D,Below Average,Pass,High Risk,0.7269527417027417,78.8,High
117.0,Ayesha Rahman,10.0,Physics,Final Exam,2026-03-27,48,77,medium,8,68.0,1,C-,Below Average,Pass,Low Risk,0.0,66.19999999999999,High
892.0,Sakib Khan,10.0,English,Final Exam,2026-03-28,89,74,low,10,90.0,0,A,Excellent,Pass,Low Risk,0.16558730158730195,44.4,Medium
834.0,Tania Jahan,10.0,Computer,Mid Exam,2026-03-29,100,65,high,5,77.5,2,B-,Average,Pass,Low Risk,0.0,79.0,High
665.0,Mim Akter,10.0,Physics,Class Test,2026-03-30,76,51,high,8,95.0,2,A+,Excellent,Pass,Low Risk,0.2330218253968258,70.6,High
669.0,Ayesha Rahman,10.0,Biology,Class Test,2026-03-31,100,67,low,6,90.0,0,A,Excellent,Pass,Low Risk,0.2817857142857143,40.199999999999996,Medium
422.0,Tania Jahan,10.0,Biology,Class Test,2026-04-01,55,66,low,8,90.0,0,A,Excellent,Pass,Low Risk,0.0070606060606058785,39.6,Low
971.0,Tanvir Alam,10.0,Bangla,Final Exam,2026-04-02,69,79,high,5,78.0,2,B-,Average,Pass,Low Risk,0.2977370962370962,87.4,Very High
785.0,Nusrat Hossain,10.0,Physics,Class Test,2026-04-03,34,88,medium,9,58.0,1,D-,Poor,Fail,Low Risk,0.3490050505050506,72.8,High
891.0,Sakib Khan,10.0,Math,Final Exam,2026-04-04,50,62,medium,10,68.0,1,C-,Below Average,Pass,Low Risk,0.23344577481342232,57.199999999999996,Medium
725.0,Tania Jahan,10.0,Physics,Final Exam,2026-04-05,33,81,high,10,84.3,2,B+,Good,Pass,Low Risk,0.011472527472527472,88.6,Very High
387.0,Ayesha Rahman,10.0,Computer,Mid Exam,2026-04-06,52,99,medium,6,90.0,1,A,Excellent,Pass,Low Risk,0.09347366522366518,79.4,High
953.0,Tanvir Alam,10.0,Math,Mid Exam,2026-04-07,44,78,low,8,90.0,0,A,Excellent,Pass,Low Risk,0.0,46.8,Medium
762.0,Mehedi Hasan,10.0,Biology,Mid Exam,2026-04-08,37,60,medium,6,78.0,1,B-,Average,Pass,Low Risk,0.2851678778849118,56.0,Medium
738.0,Ayesha Rahman,10.0,Physics,Mid Exam,2026-04-09,70,79,medium,9,78.0,1,B-,Average,Pass,Low Risk,0.0,67.4,High
254.0,Nusrat Hossain,10.0,English,Mid Exam,2026-04-10,48,67,medium,8,64.5,1,D+,Below Average,Pass,Medium Risk,0.5161599511599512,60.199999999999996,High
589.0,Ayesha Rahman,10.0,Bangla,Final Exam,2026-04-11,75,62,high,8,68.0,2,C-,Below Average,Pass,Low Risk,0.12021259175607013,77.19999999999999,High
485.0,Tanvir Alam,10.0,English,Final Exam,2026-04-12,57,92,low,6,95.0,0,A+,Excellent,Pass,Low Risk,0.1376338106338112,55.199999999999996,Medium
884.0,Ayesha Rahman,10.0,Bangla,Class Test,2026-04-13,97,60,medium,6,50.0,1,F,Poor,Fail,Low Risk,0.2851678778849118,56.0,Medium
203.0,Tanvir Alam,10.0,Computer,Final Exam,2026-04-14,44,79,high,5,67.7,2,C-,Below Average,Pass,Low Risk,0.2977370962370962,87.4,Very High
492.0,Tania Jahan,10.0,English,Final Exam,2026-04-15,66,70,medium,9,95.0,1,A+,Excellent,Pass,Low Risk,0.3187095404595405,62.0,High
910.0,Tanvir Alam,10.0,Physics,Mid Exam,2026-04-16,30,97,low,5,82.0,0,B,Good,Pass,Low Risk,0.18839718614718648,58.199999999999996,Medium
345.0,Tanvir Alam,10.0,Physics,Final Exam,2026-04-17,96,66,medium,10,90.0,1,A,Excellent,Pass,Low Risk,0.0,59.6,Medium
275.0,Sakib Khan,10.0,English,Mid Exam,2026-04-18,53,89,low,8,68.0,0,C-,Below Average,Pass,Low Risk,0.34098187923187917,53.4,Medium
138.0,Tanvir Alam,10.0,Physics,Class Test,2026-04-19,56,68,medium,6,58.0,1,D-,Poor,Fail,Low Risk,0.22232142857142845,60.8,High
576.0,Tanvir Alam,10.0,Computer,Class Test,2026-04-20,69,64,low,8,90.0,0,A,Excellent,Pass,Low Risk,0.3854563492063491,38.4,Low
781.0,Mehedi Hasan,10.0,Math,Final Exam,2026-04-21,92,58,medium,8,68.0,1,C-,Below Average,Pass,Low Risk,0.0,54.8,Medium
858.0,Tania Jahan,10.0,Computer,Class Test,2026-04-22,90,59,low,7,83.3,0,B+,Good,Pass,Low Risk,0.10713438359026639,35.4,Low
637.0,Nusrat Hossain,10.0,Bangla,Final Exam,2026-04-23,65,93,medium,10,68.0,1,C-,Below Average,Pass,Low Risk,0.2156293894014486,75.8,High
966.0,Sakib Khan,10.0,Computer,Class Test,2026-04-24,53,80,medium,7,90.0,1,A,Excellent,Pass,Low Risk,0.005555555555555536,68.0,High
917.0,Mehedi Hasan,10.0,Bangla,Mid Exam,2026-04-25,53,72,high,8,58.0,2,D-,Poor,Fail,Medium Risk,0.46946428571428567,83.19999999999999,Very High
507.0,Mim Akter,10.0,Physics,Mid Exam,2026-04-26,33,79,high,6,50.0,2,F,Poor,Fail,Low Risk,0.2977370962370962,87.4,Very High
624.0,Tania Jahan,10.0,Math,Mid Exam,2026-04-27,96,82,medium,8,78.0,1,B-,Average,Pass,Medium Risk,0.6174786324786324,69.19999999999999,High
927.0,Tania Jahan,10.0,Physics,Mid Exam,2026-04-28,63,58,medium,10,90.0,1,A,Excellent,Pass,Low Risk,0.0,54.8,Medium
605.0,Mim Akter,10.0,Biology,Final Exam,2026-04-29,86,96,low,7,83.9,0,B+,Good,Pass,Low Risk,0.0,57.599999999999994,Medium
924.0,Nusrat Hossain,10.0,Physics,Class Test,2026-04-30,78,60,medium,6,58.0,1,D-,Poor,Fail,Low Risk,0.2851678778849118,56.0,Medium
135.0,Tanvir Alam,10.0,Bangla,Final Exam,2026-05-01,82,93,low,8,50.0,0,F,Poor,Fail,Medium Risk,0.6507261904761905,55.8,Medium
784.0,Mehedi Hasan,10.0,Physics,Mid Exam,2026-05-02,52,84,low,9,82.0,0,B,Good,Pass,Low Risk,0.007499999999999951,50.4,Medium
119.0,Ayesha Rahman,10.0,Physics,Final Exam,2026-05-03,98,60,high,10,95.0,2,A+,Excellent,Pass,Low Risk,0.33532916367571486,76.0,High
420.0,Sakib Khan,10.0,Math,Class Test,2026-05-04,82,60,medium,10,68.0,1,C-,Below Average,Pass,Low Risk,0.2851678778849118,56.0,Medium
875.0,Ayesha Rahman,10.0,Physics,Final Exam,2026-05-05,91,65,low,9,82.0,0,B,Good,Pass,Low Risk,0.17486688311688336,39.0,Low
611.0,Mim Akter,10.0,Math,Class Test,2026-05-06,70,58,high,8,78.0,2,B-,Average,Pass,Low Risk,0.025719017094017138,74.8,High
499.0,Tania Jahan,10.0,English,Final Exam,2026-05-07,86,81,medium,10,50.0,1,F,Poor,Fail,Low Risk,0.35945050855577176,68.6,High
753.0,Nusrat Hossain,10.0,Biology,Class Test,2026-05-08,89,64,medium,6,50.0,1,F,Poor,Fail,High Risk,0.7560452831482244,58.4,Medium
982.0,Tania Jahan,10.0,Math,Class Test,2026-05-09,83,61,low,8,68.0,0,C-,Below Average,Pass,Low Risk,0.33352405002405017,36.6,Low
570.0,Sakib Khan,10.0,Bangla,Mid Exam,2026-05-10,99,82,medium,8,50.0,1,F,Poor,Fail,Medium Risk,0.6174786324786324,69.19999999999999,High
242.0,Tania Jahan,10.0,English,Class Test,2026-05-11,86,94,medium,7,82.0,1,B,Good,Pass,Low Risk,0.22823809523809513,76.4,High
191.0,Tania Jahan,10.0,Math,Mid Exam,2026-05-12,39,63,high,10,68.0,2,C-,Below Average,Pass,Low Risk,0.33976190476190515,77.8,High
453.0,Sakib Khan,10.0,Math,Mid Exam,2026-05-13,69,60,high,10,70.9,2,C,Average,Pass,Low Risk,0.33532916367571486,76.0,High
933.0,Mehedi Hasan,10.0,Biology,Mid Exam,2026-05-14,36,57,high,9,58.0,2,D-,Poor,Fail,Low Risk,0.12274594849594878,74.19999999999999,High
899.0,Mehedi Hasan,10.0,Bangla,Final Exam,2026-05-15,67,76,medium,7,82.0,1,B,Good,Pass,Low Risk,0.0045000000000000595,65.6,High
826.0,Sakib Khan,10.0,Computer,Final Exam,2026-05-16,90,60,medium,7,58.0,1,D-,Poor,Fail,Low Risk,0.2851678778849118,56.0,Medium
953.0,Nusrat Hossain,10.0,Computer,Final Exam,2026-05-17,32,50,low,10,90.0,0,A,Excellent,Pass,Low Risk,0.3298928571428573,30.0,Low
150.0,Mim Akter,10.0,Math,Final Exam,2026-05-18,80,92,medium,8,90.0,1,A,Excellent,Pass,Low Risk,0.14390476190476198,75.19999999999999,High
764.0,Tania Jahan,10.0,Physics,Class Test,2026-05-19,76,89,low,7,58.0,0,D-,Poor,Fail,Low Risk,0.34098187923187917,53.4,Medium
797.0,Nusrat Hossain,10.0,Bangla,Class Test,2026-05-20,97,91,high,9,82.0,2,B,Good,Pass,Low Risk,0.27863007773586224,94.6,Very High
674.0,Tania Jahan,10.0,English,Final Exam,2026-05-21,67,100,high,7,58.0,2,D-,Poor,Fail,High Risk,0.92,100.0,Very High
289.0,Mim Akter,10.0,Physics,Class Test,2026-05-22,65,60,medium,9,58.0,1,D-,Poor,Fail,Low Risk,0.2851678778849118,56.0,Medium
224.0,Mehedi Hasan,10.0,Physics,Class Test,2026-05-23,70,88,high,7,95.0,2,A+,Excellent,Pass,Low Risk,0.0,92.8,Very High
249.0,Nusrat Hossain,10.0,Bangla,Mid Exam,2026-05-24,98,92,high,9,82.0,2,B,Good,Pass,Low Risk,0.038931408460820216,95.19999999999999,Very High
413.0,Tanvir Alam,10.0,Math,Mid Exam,2026-05-25,42,80,medium,7,95.0,1,A+,Excellent,Pass,Low Risk,0.005555555555555536,68.0,High
669.0,Tanvir Alam,10.0,Math,Mid Exam,2026-05-26,87,66,low,7,68.0,0,C-,Below Average,Pass,Low Risk,0.0070606060606058785,39.6,Low
